title,platform,date,user_score,link,developers,genres
Hey! Pikmin,3DS,28-Jul-17,6.8,/game/3ds/hey!-pikmin,"['Nintendo', ' Arzest']","['Action', 'Platformer', '2D']"
Miitopia,3DS,28-Jul-17,7.8,/game/3ds/miitopia,['Nintendo'],"['Action', 'General']"
Splatoon 2,Switch,21-Jul-17,8.5,/game/switch/splatoon-2,['Nintendo'],"['Action', 'Shooter', 'Third-Person', 'Arcade']"
Layton's Mystery Journey: Katrielle and The Millionaire's Conspiracy,iOS,20-Jul-17,7.9,/game/ios/laytons-mystery-journey-katrielle-and-the-millionaires-conspiracy,['Level 5'],"['Puzzle', 'General']"
Miitopia: Casting Call,3DS,13-Jul-17,7.1,/game/3ds/miitopia-casting-call,['Nintendo'],"['Miscellaneous', 'Application']"
ARMS: Max Brass,Switch,12-Jul-17,7.3,/game/switch/arms-max-brass,['Nintendo'],"['Action', 'Fighting', '3D']"
Flip Wars,Switch,6-Jul-17,6,/game/switch/flip-wars,"['OVER FENCE CO.', 'LTD.', ' Over Fence']","['Puzzle', 'General']"
Kirby's Blowout Blast,3DS,6-Jul-17,7.1,/game/3ds/kirbys-blowout-blast,"['Nintendo', ' HAL Labs']","['Action', 'General']"
The Legend of Zelda: Breath of the Wild - The Master Trials,Switch,30-Jun-17,7.7,/game/switch/the-legend-of-zelda-breath-of-the-wild---the-master-trials,['Nintendo'],"['Action Adventure', 'Open-World']"
The Legend of Zelda: Breath of the Wild - The Master Trials,WIIU,30-Jun-17,8.6,/game/wii-u/the-legend-of-zelda-breath-of-the-wild---the-master-trials,['Nintendo'],"['Action Adventure', 'Open-World']"
Ever Oasis,3DS,23-Jun-17,8.1,/game/3ds/ever-oasis,['GREZZO'],"['Role-Playing', 'Action RPG']"
Fire Emblem Echoes: Shadows of Valentia - Cipher Legends I,3DS,22-Jun-17,,/game/3ds/fire-emblem-echoes-shadows-of-valentia---cipher-legends-i,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
Fire Emblem Echoes: Shadows of Valentia - Cipher Legends II,3DS,22-Jun-17,,/game/3ds/fire-emblem-echoes-shadows-of-valentia---cipher-legends-ii,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
Fire Emblem Echoes: Shadows of Valentia - Cipher Companions Pack,3DS,22-Jun-17,,/game/3ds/fire-emblem-echoes-shadows-of-valentia---cipher-companions-pack,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
ARMS,Switch,16-Jun-17,7.1,/game/switch/arms,['Nintendo'],"['Action', 'Sports', 'Fighting', 'Individual', '3D', 'Combat', 'Boxing / Martial Arts']"
Fire Emblem Echoes: Shadows of Valentia - Rise of the Deliverance Pack,3DS,1-Jun-17,,/game/3ds/fire-emblem-echoes-shadows-of-valentia---rise-of-the-deliverance-pack,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
Fire Emblem Echoes: Shadows of Valentia - Flight from the Ruins,3DS,1-Jun-17,,/game/3ds/fire-emblem-echoes-shadows-of-valentia---flight-from-the-ruins,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
Fire Emblem Echoes: Shadows of Valentia - Outpost Rescue,3DS,1-Jun-17,,/game/3ds/fire-emblem-echoes-shadows-of-valentia---outpost-rescue,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
Fire Emblem Echoes: Shadows of Valentia - Battle of Zofia Harbor,3DS,1-Jun-17,,/game/3ds/fire-emblem-echoes-shadows-of-valentia---battle-of-zofia-harbor,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
Fire Emblem Echoes: Shadows of Valentia - Siege of Zofia Castle,3DS,1-Jun-17,,/game/3ds/fire-emblem-echoes-shadows-of-valentia---siege-of-zofia-castle,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
ARMS: Global Testpunch,Switch,26-May-17,,/game/switch/arms-global-testpunch,['Nintendo'],"['Action', 'Fighting', '3D']"
Fire Emblem Echoes: Shadows of Valentia - Undaunted Heroes Pack,3DS,25-May-17,,/game/3ds/fire-emblem-echoes-shadows-of-valentia---undaunted-heroes-pack,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
Fire Emblem Echoes: Shadows of Valentia - Inner Sanctum,3DS,25-May-17,,/game/3ds/fire-emblem-echoes-shadows-of-valentia---inner-sanctum,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
Fire Emblem Echoes: Shadows of Valentia - Lords of the Grave,3DS,25-May-17,,/game/3ds/fire-emblem-echoes-shadows-of-valentia---lords-of-the-grave,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
Fire Emblem Echoes: Shadows of Valentia - Lost Altars Pack,3DS,25-May-17,,/game/3ds/fire-emblem-echoes-shadows-of-valentia---lost-altars-pack,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
Fire Emblem Echoes: Shadows of Valentia - Wealth Before Health,3DS,25-May-17,,/game/3ds/fire-emblem-echoes-shadows-of-valentia---wealth-before-health,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
Fire Emblem Echoes: Shadows of Valentia,3DS,19-May-17,8.6,/game/3ds/fire-emblem-echoes-shadows-of-valentia,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
Fire Emblem Echoes: Shadows of Valentia - Fledging Warriors Pack,3DS,19-May-17,,/game/3ds/fire-emblem-echoes-shadows-of-valentia---fledging-warriors-pack,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
Fire Emblem Echoes: Shadows of Valentia - The Astral Temple,3DS,19-May-17,,/game/3ds/fire-emblem-echoes-shadows-of-valentia---the-astral-temple,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
Fire Emblem Echoes: Shadows of Valentia - Wretches and Riches,3DS,19-May-17,,/game/3ds/fire-emblem-echoes-shadows-of-valentia---wretches-and-riches,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
Fire Emblem Echoes: Shadows of Valentia - Band of Bandages,3DS,19-May-17,,/game/3ds/fire-emblem-echoes-shadows-of-valentia---band-of-bandages,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
Mario Kart 8 Deluxe,Switch,28-Apr-17,8.6,/game/switch/mario-kart-8-deluxe,['Nintendo'],"['Other', 'Racing', 'Arcade', 'Automobile']"
BYE-BYE BOXBOY!,3DS,12-Apr-17,7.9,/game/3ds/bye-bye-boxboy!,['HAL Labs'],"['Puzzle', 'Action']"
Team Kirby Clash Deluxe,3DS,12-Apr-17,6.6,/game/3ds/team-kirby-clash-deluxe,"['Nintendo', ' HAL Labs']","['Action', 'Miscellaneous', 'General', 'Party / Minigame']"
Mario Sports Superstars,3DS,24-Mar-17,7.4,/game/3ds/mario-sports-superstars,"['Nintendo', ' Camelot Software Planning']","['Sports', 'General']"
Splatoon 2: Global Testfire,Switch,24-Mar-17,,/game/switch/splatoon-2-global-testfire,['Nintendo'],"['Action', 'Shooter', 'Third-Person', 'Arcade']"
The Legend of Zelda: Breath of the Wild,WIIU,3-Mar-17,8.2,/game/wii-u/the-legend-of-zelda-breath-of-the-wild,['Nintendo'],"['Fantasy', 'Fantasy', 'Action Adventure', 'Open-World']"
The Legend of Zelda: Breath of the Wild,Switch,3-Mar-17,8.7,/game/switch/the-legend-of-zelda-breath-of-the-wild,['Nintendo'],"['Action Adventure', 'Open-World']"
1-2-Switch,Switch,3-Mar-17,4.8,/game/switch/1-2-switch,['Nintendo'],"['Miscellaneous', 'Party / Minigame']"
"Snipperclips - Cut it out, together!",Switch,3-Mar-17,8.2,/game/switch/snipperclips---cut-it-out-together!,"['Nintendo', ' SFB Games']","['Puzzle', 'General']"
Tank Troopers,3DS,16-Feb-17,5.8,/game/3ds/tank-troopers,['Nintendo'],"['Simulation', 'Vehicle', 'Combat']"
Poochy & Yoshi's Woolly World,3DS,3-Feb-17,8,/game/3ds/poochy-yoshis-woolly-world,['Good-Feel'],"['Action', 'Platformer', '2D']"
Fire Emblem Heroes,iOS,2-Feb-17,7.3,/game/ios/fire-emblem-heroes,"['Nintendo', ' Intelligent Systems']","['Role-Playing', 'Strategy', 'Turn-Based', 'General', 'Tactics']"
Dragon Quest VIII: Journey of the Cursed King,3DS,20-Jan-17,8.6,/game/3ds/dragon-quest-viii-journey-of-the-cursed-king,['Cygames'],"['Role-Playing', 'Japanese-Style']"
Super Mario Run,iOS,15-Dec-16,6.3,/game/ios/super-mario-run,['Nintendo'],"['Action', 'Platformer', '2D']"
Excitebots: Trick Racing,WIIU,15-Dec-16,,/game/wii-u/excitebots-trick-racing,['Nintendo'],"['Racing', 'Arcade', 'Automobile']"
Animal Crossing: New Leaf - Welcome Amiibo,3DS,5-Dec-16,7.6,/game/3ds/animal-crossing-new-leaf---welcome-amiibo,['Nintendo'],"['Simulation', 'Virtual', 'Virtual Life']"
Super Mario Maker for Nintendo 3DS,3DS,2-Dec-16,6.4,/game/3ds/super-mario-maker-for-nintendo-3ds,['Nintendo'],"['Action', 'Platformer', '2D']"
Pokemon Sun,3DS,18-Nov-16,7.7,/game/3ds/pokemon-sun,['Game Freak'],"['Role-Playing', 'Trainer']"
Pokemon Moon,3DS,18-Nov-16,7.7,/game/3ds/pokemon-moon,['Game Freak'],"['Role-Playing', 'Trainer']"
Pokemon Sun and Moon Dual Pack,3DS,18-Nov-16,5.1,/game/3ds/pokemon-sun-and-moon-dual-pack,['Game Freak'],"['Role-Playing', 'Trainer']"
Swapdoodle,3DS,17-Nov-16,,/game/3ds/swapdoodle,['Nintendo'],"['Miscellaneous', 'Application']"
Mario Party: Star Rush,3DS,4-Nov-16,6.9,/game/3ds/mario-party-star-rush,"['Nintendo', ' Nd Cube']","['Miscellaneous', 'Party / Minigame']"
Hyrule Warriors Legends: A Link Between Worlds Pack,3DS,31-Oct-16,,/game/3ds/hyrule-warriors-legends-a-link-between-worlds-pack,['Omega Force'],"['Action', ""Beat-'Em-Up"", '3D']"
Pokemon Sun and Pokemon Moon Special Demo Version,3DS,18-Oct-16,5.3,/game/3ds/pokemon-sun-and-pokemon-moon-special-demo-version,['Game Freak'],"['Role-Playing', 'Trainer']"
Disney Magical World 2,3DS,14-Oct-16,5.5,/game/3ds/disney-magical-world-2,['Bandai Namco Games'],"['Simulation', 'Virtual', 'Virtual Life']"
Paper Mario: Color Splash,WIIU,7-Oct-16,7.1,/game/wii-u/paper-mario-color-splash,"['Nintendo', ' Intelligent Systems']","['Role-Playing', 'Japanese-Style']"
Yo-kai Watch 2: Bony Spirits,3DS,30-Sep-16,7.8,/game/3ds/yo-kai-watch-2-bony-spirits,['Level 5'],"['Role-Playing', 'Trainer']"
Yo-kai Watch 2: Fleshy Souls,3DS,30-Sep-16,7.7,/game/3ds/yo-kai-watch-2-fleshy-souls,['Level 5'],"['Role-Playing', 'Trainer']"
Dragon Quest VII: Fragments of the Forgotten Past,3DS,16-Sep-16,8.3,/game/3ds/dragon-quest-vii-fragments-of-the-forgotten-past,['ArtePiazza'],"['Role-Playing', 'Japanese-Style']"
Picross 3D: Round 2,3DS,1-Sep-16,7.5,/game/3ds/picross-3d-round-2,['HAL Labs'],"['Puzzle', 'Logic']"
Hyrule Warriors Legends: Phantom Hourglass & Spirit Tracks Pack,3DS,1-Sep-16,,/game/3ds/hyrule-warriors-legends-phantom-hourglass-spirit-tracks-pack,['Omega Force'],"['Action', ""Beat-'Em-Up"", '3D']"
Metroid Prime: Federation Force,3DS,19-Aug-16,5.5,/game/3ds/metroid-prime-federation-force,"['Next Level Games', ' Nintendo']","['Action', 'Shooter', 'First-Person', 'Arcade']"
Style Savvy: Fashion Forward,3DS,19-Aug-16,6.9,/game/3ds/style-savvy-fashion-forward,['syn Sophia'],"['Simulation', 'Virtual', 'Career']"
Metroid Prime: Blast Ball,3DS,21-Jul-16,7.1,/game/3ds/metroid-prime-blast-ball,['Next Level Games'],"['Action', 'Shooter', 'First-Person', 'Arcade']"
Pokemon GO,iOS,6-Jul-16,5.5,/game/ios/pokemon-go,['Niantic Labs'],"['Role-Playing', 'Trainer']"
Teddy Together,3DS,1-Jul-16,,/game/3ds/teddy-together,['Arika'],"['Action', 'General']"
BoxBoxBoy!,3DS,30-Jun-16,7.9,/game/3ds/boxboxboy!,['HAL Labs'],"['Puzzle', 'Action']"
Hyrule Warriors Legends: Link's Awakening Pack,3DS,30-Jun-16,,/game/3ds/hyrule-warriors-legends-links-awakening-pack,['Omega Force'],"['Action', ""Beat-'Em-Up"", '3D']"
Tokyo Mirage Sessions #FE,WIIU,24-Jun-16,7.9,/game/wii-u/tokyo-mirage-sessions-fe,['Atlus'],"['General', 'Fantasy', 'Role-Playing', 'Strategy', 'Turn-Based', 'Japanese-Style', 'General']"
Mario & Sonic at the Rio 2016 Olympic Games,WIIU,24-Jun-16,7.9,/game/wii-u/mario-sonic-at-the-rio-2016-olympic-games,"['Nintendo', ' Sega Sports R&D']","['Sports', 'Individual', 'Athletics']"
Tokyo Mirage Sessions #FE - EXPedition Hunter,WIIU,24-Jun-16,,/game/wii-u/tokyo-mirage-sessions-fe---expedition-hunter,['Atlus'],"['Role-Playing', 'Japanese-Style']"
Tokyo Mirage Sessions #FE - Masterful Hunter,WIIU,24-Jun-16,,/game/wii-u/tokyo-mirage-sessions-fe---masterful-hunter,['Atlus'],"['Role-Playing', 'Japanese-Style']"
Tokyo Mirage Sessions #FE - Savage Hunter,WIIU,24-Jun-16,,/game/wii-u/tokyo-mirage-sessions-fe---savage-hunter,['Atlus'],"['Role-Playing', 'Japanese-Style']"
Tokyo Mirage Sessions #FE - Tokyo Millennium Collection,WIIU,24-Jun-16,,/game/wii-u/tokyo-mirage-sessions-fe---tokyo-millennium-collection,['Atlus'],"['Role-Playing', 'Japanese-Style']"
Rhythm Heaven Megamix,3DS,15-Jun-16,8.1,/game/3ds/rhythm-heaven-megamix,['Nintendo'],"['Action', 'Rhythm', 'Music']"
Kirby: Planet Robobot,3DS,10-Jun-16,8.5,/game/3ds/kirby-planet-robobot,['HAL Labs'],"['Action', 'Platformer', '2D']"
Team Kirby Clash,3DS,10-Jun-16,6.4,/game/3ds/team-kirby-clash,['HAL Labs'],"['Action', 'Fighting', '2D']"
Hyrule Warriors Legends: Master Wind Waker Pack,3DS,19-May-16,,/game/3ds/hyrule-warriors-legends-master-wind-waker-pack,['Omega Force'],"['Action', ""Beat-'Em-Up"", '3D']"
Disney Art Academy,3DS,13-May-16,7.1,/game/3ds/disney-art-academy,['Headstrong Games'],"['Miscellaneous', 'Edutainment', 'Application']"
Pocket Card Jockey,3DS,5-May-16,8,/game/3ds/pocket-card-jockey,['Game Freak'],"['Miscellaneous', 'Board / Card Game']"
Star Fox Zero,WIIU,22-Apr-16,7.4,/game/wii-u/star-fox-zero,['PlatinumGames'],"['Action', 'Third-Person', 'Shooter', 'Modern', 'Rail', 'Simulation', 'Space', 'Combat']"
Star Fox Guard,WIIU,22-Apr-16,7.3,/game/wii-u/star-fox-guard,"['Nintendo', ' PlatinumGames']","['Action', 'First-Person', 'Sci-Fi', 'Shooter', 'Strategy', 'Real-Time', 'Defense']"
Star Fox Zero Double Pack,WIIU,22-Apr-16,8,/game/wii-u/star-fox-zero-double-pack,"['Nintendo', ' PlatinumGames']","['Miscellaneous', 'Compilation']"
Bravely Second: End Layer,3DS,15-Apr-16,8.2,/game/3ds/bravely-second-end-layer,['Silicon Studio'],"['Role-Playing', 'Japanese-Style']"
Miitomo,iOS,31-Mar-16,7,/game/ios/miitomo,['Nintendo'],"['Simulation', 'Virtual', 'Virtual Life']"
My Nintendo Picross - The Legend of Zelda: Twilight Princess,3DS,30-Mar-16,7.3,/game/3ds/my-nintendo-picross---the-legend-of-zelda-twilight-princess,['Nintendo'],"['Puzzle', 'Logic']"
Hyrule Warriors Legends,3DS,25-Mar-16,7.4,/game/3ds/hyrule-warriors-legends,['Omega Force'],"['Action', ""Beat-'Em-Up"", '3D']"
Mini-Mario & Friends: amiibo Challenge,WIIU,25-Mar-16,6.9,/game/wii-u/mini-mario-friends-amiibo-challenge,"['Nintendo', ' Nintendo Software Technology']","['Puzzle', 'Action']"
Mini-Mario & Friends: amiibo Challenge,3DS,25-Mar-16,6.8,/game/3ds/mini-mario-friends-amiibo-challenge,"['Nintendo', ' Nintendo Software Technology']","['Puzzle', 'Action']"
Mario & Sonic at the Rio 2016 Olympic Games,3DS,18-Mar-16,6.9,/game/3ds/mario-sonic-at-the-rio-2016-olympic-games,"['Nintendo', ' Sega Sports R&D']","['Sports', 'Individual', 'Athletics']"
Pokken Tournament,WIIU,18-Mar-16,7.3,/game/wii-u/pokken-tournament,['Bandai Namco Games'],"['Action', 'Fighting', '3D']"
Fire Emblem Fates: Revelation,3DS,10-Mar-16,7.4,/game/3ds/fire-emblem-fates-revelation,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
The Legend of Zelda: Twilight Princess HD,WIIU,4-Mar-16,8.5,/game/wii-u/the-legend-of-zelda-twilight-princess-hd,"['Tantalus', ' Tantatus', ' Nintendo']","['Action Adventure', 'General', 'Open-World']"
Fire Emblem Fates: Conquest,3DS,19-Feb-16,8.1,/game/3ds/fire-emblem-fates-conquest,['Intelligent Systems'],"['Fantasy', 'Strategy', 'Turn-Based', 'Tactics']"
Fire Emblem Fates: Birthright,3DS,19-Feb-16,8.2,/game/3ds/fire-emblem-fates-birthright,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
Fire Emblem Fates: Special Edition,3DS,19-Feb-16,8.1,/game/3ds/fire-emblem-fates-special-edition,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
Mario & Luigi: Paper Jam,3DS,22-Jan-16,7.4,/game/3ds/mario-luigi-paper-jam,"['Nintendo', ' Alphadream Corporation']","['Role-Playing', 'Japanese-Style']"
Xenoblade Chronicles X,WIIU,4-Dec-15,9.1,/game/wii-u/xenoblade-chronicles-x,['Monolith Soft'],"['Action RPG', 'Role-Playing', 'Action RPG']"
Pokemon Picross,3DS,3-Dec-15,7.5,/game/3ds/pokemon-picross,"['Nintendo', ' Jupiter Corporation']","['Miscellaneous', 'General', 'Puzzle', 'Logic']"
Pokemon Super Mystery Dungeon,3DS,20-Nov-15,8.3,/game/3ds/pokemon-super-mystery-dungeon,"['Spike Chunsoft Co. Ltd.', ' Spike Chunsoft']","['Role-Playing', 'Roguelike']"
Mario Tennis: Ultra Smash,WIIU,20-Nov-15,5.2,/game/wii-u/mario-tennis-ultra-smash,"['Nintendo', ' Camelot Software Planning']","['Sports', 'Individual', 'Tennis']"
Animal Crossing: amiibo Festival,WIIU,13-Nov-15,4.1,/game/wii-u/animal-crossing-amiibo-festival,"['Nintendo', ' Nd Cube']","['Miscellaneous', 'Board / Card Game']"
Nintendo Badge Arcade,3DS,10-Nov-15,4.3,/game/3ds/nintendo-badge-arcade,['Nintendo'],"['Miscellaneous', 'General']"
Yo-kai Watch,3DS,6-Nov-15,8,/game/3ds/yo-kai-watch,['Level 5'],"['Japanese-Style', 'Role-Playing', 'Trainer']"
The Legend of Zelda: Tri Force Heroes,3DS,23-Oct-15,7.5,/game/3ds/the-legend-of-zelda-tri-force-heroes,['Nintendo'],"['Action Adventure', 'Open-World']"
Fatal Frame: Maiden of Black Water,WIIU,22-Oct-15,7.8,/game/wii-u/fatal-frame-maiden-of-black-water,['Koei Tecmo Games'],"['Action', 'General', 'Horror', 'Action Adventure', 'Survival']"
Yoshi's Woolly World,WIIU,16-Oct-15,8.5,/game/wii-u/yoshis-woolly-world,['Good-Feel'],"['Action Adventure', 'Platformer', '2D', 'Fantasy', 'Action', 'Platformer', '2D']"
Chibi-Robo! Zip Lash,3DS,9-Oct-15,5.7,/game/3ds/chibi-robo!-zip-lash,"['Nintendo', ' Skip Ltd.']","['Action', 'Platformer', '2D']"
Animal Crossing: Happy Home Designer,3DS,25-Sep-15,6.9,/game/3ds/animal-crossing-happy-home-designer,['Nintendo'],"['Simulation', 'Virtual', 'Career']"
Super Mario Maker,WIIU,11-Sep-15,8.7,/game/wii-u/super-mario-maker,['Nintendo'],"['Action', 'Platformer', '2D']"
Pokemon Shuffle Mobile,iOS,31-Aug-15,6.4,/game/ios/pokemon-shuffle-mobile,['Genius Sonority Inc.'],"['Puzzle', 'Matching']"
Devil's Third,WIIU,28-Aug-15,6.7,/game/wii-u/devils-third,['Valhalla Game Studios'],"['Action Adventure', 'General', 'Modern', 'Action', 'Shooter', 'Third-Person', 'Arcade']"
LBX: Little Battlers eXperience,3DS,21-Aug-15,7.4,/game/3ds/lbx-little-battlers-experience,['Level 5'],"['Action', 'Role-Playing', 'General', 'Action RPG']"
Art Academy: Home Studio,WIIU,25-Jun-15,7.9,/game/wii-u/art-academy-home-studio,['Headstrong Games'],"['Miscellaneous', 'Edutainment']"
Earthbound Beginnings,WIIU,14-Jun-15,8.4,/game/wii-u/earthbound-beginnings,['Pax Softonica'],"['Role-Playing', 'Japanese-Style']"
Smash Controller,3DS,14-Jun-15,,/game/3ds/smash-controller,['Nintendo'],"['Miscellaneous', 'Application']"
Dr. Mario: Miracle Cure,3DS,11-Jun-15,6.8,/game/3ds/dr-mario-miracle-cure,['Nintendo'],"['Puzzle', 'Stacking']"
Splatoon,WIIU,29-May-15,8.7,/game/wii-u/splatoon,['Nintendo'],"['Fantasy', 'Action', 'Shooter', 'Third-Person', 'Arcade']"
Puzzle & Dragons Z + Puzzle & Dragons: Super Mario Bros. Edition,3DS,22-May-15,7.6,/game/3ds/puzzle-dragons-z-+-puzzle-dragons-super-mario-bros-edition,['GungHo'],"['Miscellaneous', 'Compilation']"
Stretchmo,3DS,14-May-15,7.9,/game/3ds/stretchmo,['Intelligent Systems'],"['Puzzle', 'Action']"
amiibo Tap: Nintendo's Greatest Bits,WIIU,30-Apr-15,7.6,/game/wii-u/amiibo-tap-nintendos-greatest-bits,['Nintendo'],"['Miscellaneous', 'Application']"
Super Smash Bros. for Nintendo 3DS / Wii U: Mewtwo,3DS,28-Apr-15,,/game/3ds/super-smash-bros-for-nintendo-3ds-wii-u-mewtwo,['Bandai Namco Games'],"['Action', 'Fighting', '2D']"
Super Smash Bros. for Nintendo 3DS / Wii U: Mewtwo,WIIU,28-Apr-15,,/game/wii-u/super-smash-bros-for-nintendo-3ds-wii-u-mewtwo,['Bandai Namco Games'],"['Action', 'Fighting', '2D']"
Mario Kart 8 DLC Pack 2,WIIU,23-Apr-15,8.9,/game/wii-u/mario-kart-8-dlc-pack-2,['Nintendo'],"['Driving', 'Kart', 'Racing', 'Arcade', 'Automobile']"
Xenoblade Chronicles 3D,3DS,10-Apr-15,8.8,/game/3ds/xenoblade-chronicles-3d,['Monster Games Inc.'],"['Role-Playing', 'Action RPG']"
Pokemon Rumble World,3DS,8-Apr-15,6.1,/game/3ds/pokemon-rumble-world,"['Ambrella', ' The Pokemon Company']","['Action', 'General', ""Beat-'Em-Up"", '3D']"
BOXBOY!,3DS,2-Apr-15,8.1,/game/3ds/boxboy!,['HAL Labs'],"['Puzzle', 'Action']"
Mario Party 10,WIIU,20-Mar-15,6.4,/game/wii-u/mario-party-10,"['Nintendo', ' Nd Cube']","['Party', 'Miscellaneous', 'Party / Minigame']"
Fossil Fighters: Frontier,3DS,20-Mar-15,5.1,/game/3ds/fossil-fighters-frontier,"['RED Entertainment', ' Spike Chunsoft']","['Role-Playing', 'General', 'Trainer']"
Code Name: S.T.E.A.M.,3DS,13-Mar-15,7.8,/game/3ds/code-name-steam,,
Hyrule Warriors: Boss Pack,WIIU,12-Mar-15,7.6,/game/wii-u/hyrule-warriors-boss-pack,['Tecmo Koei Games'],"['Action', ""Beat-'Em-Up"", '3D']"
Mario vs. Donkey Kong: Tipping Stars,WIIU,5-Mar-15,7.5,/game/wii-u/mario-vs-donkey-kong-tipping-stars,"['Nintendo', ' Nintendo Software Technology']","['Puzzle', 'Action', 'Platformer', '2D']"
Mario vs. Donkey Kong: Tipping Stars,3DS,5-Mar-15,7.4,/game/3ds/mario-vs-donkey-kong-tipping-stars,"['Nintendo', ' Nintendo Software Technology']","['Puzzle', 'Action', 'Platformer', '2D']"
Kirby and the Rainbow Curse,WIIU,20-Feb-15,8,/game/wii-u/kirby-and-the-rainbow-curse,['HAL Labs'],"['Action', 'Platformer', '2D']"
Pokemon Shuffle,3DS,18-Feb-15,6.1,/game/3ds/pokemon-shuffle,['Genius Sonority Inc.'],"['Puzzle', 'Matching']"
The Legend of Zelda: Majora's Mask 3D,3DS,13-Feb-15,8.9,/game/3ds/the-legend-of-zelda-majoras-mask-3d,['GREZZO'],"['Fantasy', 'Action Adventure', 'Open-World']"
Flipnote Studio 3D,3DS,10-Feb-15,6.9,/game/3ds/flipnote-studio-3d,['Nintendo'],"['Miscellaneous', 'General', 'General', 'Application']"
Hyrule Warriors: Majora's Mask Pack,WIIU,5-Feb-15,8,/game/wii-u/hyrule-warriors-majoras-mask-pack,['Tecmo Koei Games'],"['Action', ""Beat-'Em-Up"", '3D']"
Captain Toad: Treasure Tracker,WIIU,5-Dec-14,8.6,/game/wii-u/captain-toad-treasure-tracker,['Nintendo EAD Tokyo '],"['Action', 'Platformer', '3D']"
NES Remix Pack,WIIU,5-Dec-14,8.6,/game/wii-u/nes-remix-pack,['indieszero'],"['Miscellaneous', 'Compilation']"
Hyrule Warriors: Twilight Princess Pack,WIIU,26-Nov-14,8.3,/game/wii-u/hyrule-warriors-twilight-princess-pack,['Tecmo Koei Games'],"['Action', ""Beat-'Em-Up"", '3D']"
Super Smash Bros. for Wii U,WIIU,21-Nov-14,8.9,/game/wii-u/super-smash-bros-for-wii-u,['Bandai Namco Games'],"['Action', 'Fighting', 'Fighting', '3D', '2D', '2D', '3D']"
Pokemon Alpha Sapphire,3DS,21-Nov-14,7.4,/game/3ds/pokemon-alpha-sapphire,['Game Freak'],"['Role-Playing', 'Console-style RPG', 'Japanese-Style', 'Trainer']"
Pokemon Omega Ruby,3DS,21-Nov-14,7.4,/game/3ds/pokemon-omega-ruby,['Game Freak'],"['Role-Playing', 'Console-style RPG', 'Japanese-Style', 'Trainer']"
Pokemon Omega Ruby/Alpha Sapphire Double Pack,3DS,21-Nov-14,7.2,/game/3ds/pokemon-omega-rubyalpha-sapphire-double-pack,['Game Freak'],"['Role-Playing', 'Console-style RPG', 'Japanese-Style', 'Trainer']"
Mario Kart 8 DLC Pack 1,WIIU,13-Nov-14,8.9,/game/wii-u/mario-kart-8-dlc-pack-1,['Nintendo'],"['Driving', 'Racing', 'Arcade', 'Kart', 'Automobile']"
Ultimate NES Remix,3DS,7-Nov-14,7.7,/game/3ds/ultimate-nes-remix,['indieszero'],"['Miscellaneous', 'General']"
Pokemon Art Academy,3DS,24-Oct-14,7.7,/game/3ds/pokemon-art-academy,['Headstrong Games'],"['Miscellaneous', 'General', 'Edutainment']"
Bayonetta,WIIU,24-Oct-14,8.8,/game/wii-u/bayonetta,['Bee Tribe'],"['Action', 'Fantasy', ""Beat-'Em-Up"", 'Action Adventure', 'Linear']"
Fantasy Life,3DS,24-Oct-14,8.4,/game/3ds/fantasy-life,"['Level 5', ' Brownie Brown']","['Role-Playing', 'General']"
Bayonetta + Bayonetta 2,WIIU,24-Oct-14,8,/game/wii-u/bayonetta-+-bayonetta-2,['PlatinumGames'],"['Miscellaneous', 'Compilation']"
Hyrule Warriors: Master Quest Pack,WIIU,16-Oct-14,7.9,/game/wii-u/hyrule-warriors-master-quest-pack,['Tecmo Koei Games'],"['Action', ""Beat-'Em-Up"", '3D']"
