title,platform,date,user_score,link,developers,genres
Teenage Mutant Ninja Turtles,WII,2-Apr-07,,/game/wii/teenage-mutant-ninja-turtles,['Magic Pockets'],"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']"
Romance of the Three Kingdoms IV: Wall of Fire,WII,26-Mar-07,,/game/wii/romance-of-the-three-kingdoms-iv-wall-of-fire,['Koei'],"['Strategy', 'Turn-Based', 'Historic']"
Custom Robo Arena,DS,19-Mar-07,8.3,/game/ds/custom-robo-arena,['Noise Inc.'],"['Action', 'Fighting', 'Fighting', '3D', '3D']"
Excitebike,WII,19-Mar-07,6.8,/game/wii/excitebike,['Nintendo'],"['Action', 'Driving', 'General', 'Racing', 'Motorcycle', 'Motocross']"
Wario: Master of Disguise,DS,5-Mar-07,7.4,/game/ds/wario-master-of-disguise,['Suzak'],"['Action', 'General', 'Platformer', 'Platformer', '2D', '2D']"
Super Ghouls 'n Ghosts,WII,5-Mar-07,,/game/wii/super-ghouls-n-ghosts,['Capcom'],"['Action', 'Platformer', '2D']"
The Legend of Zelda: Ocarina of Time,WII,26-Feb-07,8.7,/game/wii/the-legend-of-zelda-ocarina-of-time,['Nintendo'],"['Action Adventure', 'Fantasy']"
Chew-Man-Fu,WII,26-Feb-07,,/game/wii/chew-man-fu,['Hudson'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General']"
Donkey Kong Country,WII,19-Feb-07,8.4,/game/wii/donkey-kong-country,['Rare Ltd.'],"['Action', 'Platformer', '2D']"
Everybody Votes,WII,14-Feb-07,,/game/wii/everybody-votes,['Nintendo'],"['Miscellaneous', 'General', 'General']"
Wii Play,WII,12-Feb-07,6.5,/game/wii/wii-play,['Nintendo'],"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
Ice Climber,WII,12-Feb-07,4.8,/game/wii/ice-climber,['Nintendo'],"['Action', 'Platformer', '2D']"
Kid Icarus,WII,12-Feb-07,7.5,/game/wii/kid-icarus,['Nintendo'],"['Action', 'Platformer', '2D']"
Kirby's Adventure,WII,12-Feb-07,8.5,/game/wii/kirbys-adventure,['HAL Labs'],"['Action', 'Platformer', '2D']"
Diddy Kong Racing DS,DS,5-Feb-07,7.2,/game/ds/diddy-kong-racing-ds,['Rare Ltd.'],"['Driving', 'Racing', 'Arcade', 'Kart', 'Other', 'Kart']"
Super Mario World,WII,5-Feb-07,8.7,/game/wii/super-mario-world,['Nintendo'],"['Action', 'Platformer', '2D']"
Final Fantasy VI Advance,GBA,5-Feb-07,8.7,/game/game-boy-advance/final-fantasy-vi-advance,['TOSE'],"['Role-Playing', 'Console-style RPG']"
Mario Kart 64,WII,29-Jan-07,7.3,/game/wii/mario-kart-64,['Nintendo'],"['Driving', 'Racing', 'Kart']"
Hotel Dusk: Room 215,DS,22-Jan-07,8.5,/game/ds/hotel-dusk-room-215,['Cing'],"['Adventure', 'General', 'General']"
The Legend of Zelda: A Link to the Past,WII,22-Jan-07,8.7,/game/wii/the-legend-of-zelda-a-link-to-the-past,['Nintendo'],"['Role-Playing', 'Action RPG']"
WarioWare: Smooth Moves,WII,15-Jan-07,7.5,/game/wii/warioware-smooth-moves,['Intelligent Systems'],"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
Urban Champion,WII,1-Jan-07,,/game/wii/urban-champion,['Nintendo'],"['Action', 'Fighting', '2D']"
Baseball,WII,1-Jan-07,,/game/wii/baseball,['Nintendo'],"['Sports', 'Traditional', 'Baseball', 'Arcade']"
Super Mario Bros.,WII,25-Dec-06,8.5,/game/wii/super-mario-bros,['Nintendo'],"['Action', 'Platformer', '2D']"
Tennis,WII,18-Dec-06,,/game/wii/tennis,['Nintendo'],"['Sports', 'Traditional', 'Tennis']"
Gunstar Heroes,WII,11-Dec-06,,/game/wii/gunstar-heroes,['Treasure'],"['Action', 'Shooter', 'Scrolling']"
Ice Hockey,WII,11-Dec-06,,/game/wii/ice-hockey,['Nintendo'],"['Sports', 'Traditional', 'Ice Hockey', 'Arcade']"
The Legend of Zelda: Twilight Princess,GC,11-Dec-06,8.9,/game/gamecube/the-legend-of-zelda-twilight-princess,['Nintendo'],"['Action Adventure', 'Fantasy']"
Internet Channel,WII,8-Dec-06,,/game/wii/internet-channel,['Opera'],"['Miscellaneous', 'Web Browser', 'Application']"
Kirby: Squeak Squad,DS,4-Dec-06,7.9,/game/ds/kirby-squeak-squad,"['Flagship', ' HAL Labs']","['Action', 'Platformer', 'Platformer', '2D', '2D']"
Donkey Kong Jr.,WII,4-Dec-06,,/game/wii/donkey-kong-jr,['Nintendo'],"['Action', 'Platformer', '2D']"
The Legend of Zelda: Twilight Princess,WII,19-Nov-06,8.9,/game/wii/the-legend-of-zelda-twilight-princess,['Nintendo'],"['Action Adventure', 'Fantasy', 'General', 'Fantasy', 'Open-World']"
Excite Truck,WII,19-Nov-06,8.4,/game/wii/excite-truck,['Monster Games Inc.'],"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']"
Wii Sports,WII,19-Nov-06,8,/game/wii/wii-sports,['Nintendo'],"['Sports', 'General', 'General', 'Individual', 'Athletics']"
Wii Channels,WII,19-Nov-06,,/game/wii/wii-channels,['Nintendo'],"['Miscellaneous', 'Web Browser', 'Application']"
F-Zero,WII,19-Nov-06,8.6,/game/wii/f-zero,['Nintendo'],"['Driving', 'Racing', 'Futuristic']"
Super Mario 64,WII,19-Nov-06,8,/game/wii/super-mario-64,['Nintendo'],"['Action', 'Platformer', '3D']"
SimCity,WII,19-Nov-06,,/game/wii/simcity,['Maxis'],"['Strategy', 'City Building', 'Modern']"
The Legend of Zelda,WII,19-Nov-06,8.3,/game/wii/the-legend-of-zelda,['Nintendo'],"['Action Adventure', 'Fantasy']"
Donkey Kong,WII,19-Nov-06,6.3,/game/wii/donkey-kong,['Nintendo'],"['Action', 'Platformer', '2D']"
Mario Bros.,WII,19-Nov-06,6.1,/game/wii/mario-bros,['Nintendo'],"['Action', 'Platformer', '2D']"
Pinball,WII,19-Nov-06,,/game/wii/pinball,['Nintendo'],"['Miscellaneous', 'Parlor', 'Pinball']"
Soccer,WII,19-Nov-06,,/game/wii/soccer,['Nintendo'],"['Sports', 'Traditional', 'Soccer', 'Sim']"
Wario's Woods,WII,19-Nov-06,,/game/wii/warios-woods,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General']"
Nintendo Wii,WII,19-Nov-06,8.1,/game/wii/nintendo-wii,['Nintendo'],"['Hardware', 'Console']"
Yoshi's Island DS,DS,13-Nov-06,7.5,/game/ds/yoshis-island-ds,['Artoon'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Elite Beat Agents,DS,6-Nov-06,8.5,/game/ds/elite-beat-agents,['iNiS'],"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
Final Fantasy V Advance,GBA,6-Nov-06,8.2,/game/game-boy-advance/final-fantasy-v-advance,['TOSE'],"['Role-Playing', 'Console-style RPG']"
Children of Mana,DS,1-Nov-06,6.1,/game/ds/children-of-mana,['Nex Entertainment'],"['Role-Playing', 'Action RPG', 'Action RPG']"
Pokemon Ranger,DS,30-Oct-06,7.4,/game/ds/pokemon-ranger,['HAL Labs'],"['Role-Playing', 'Action RPG', 'Action RPG']"
Magical Starsign,DS,23-Oct-06,8.1,/game/ds/magical-starsign,['Brownie Brown'],"['Role-Playing', 'General', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
Nintendogs: Dalmatian & Friends,DS,16-Oct-06,7.4,/game/ds/nintendogs-dalmatian-friends,['Nintendo'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual Life', 'Virtual', 'Pet']"
Clubhouse Games,DS,9-Oct-06,7.8,/game/ds/clubhouse-games,['Agenda'],"['Miscellaneous', 'Board Games', 'Board Games', 'Board / Card Game', 'Party / Minigame']"
Mario vs. Donkey Kong 2: March of the Minis,DS,25-Sep-06,7.9,/game/ds/mario-vs-donkey-kong-2-march-of-the-minis,"['Nintendo', ' Nintendo Software Technology']","['Action', 'Platformer', 'Platformer', '2D', '2D']"
Baten Kaitos Origins,GC,25-Sep-06,8.4,/game/gamecube/baten-kaitos-origins,"['Monolith Soft', ' Namco Bandai Games']","['Role-Playing', 'Console-style RPG']"
Pokemon Mystery Dungeon: Blue Rescue Team,DS,18-Sep-06,8.1,/game/ds/pokemon-mystery-dungeon-blue-rescue-team,['ChunSoft'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Roguelike']"
Pokemon Mystery Dungeon: Red Rescue Team,GBA,18-Sep-06,8.3,/game/game-boy-advance/pokemon-mystery-dungeon-red-rescue-team,['ChunSoft'],"['Role-Playing', 'Console-style RPG']"
Mario Hoops: 3 on 3,DS,11-Sep-06,7.7,/game/ds/mario-hoops-3-on-3,['Square Enix'],"['Sports', 'Traditional', 'Team', 'Basketball', 'Arcade', 'Arcade']"
Star Fox Command,DS,28-Aug-06,7,/game/ds/star-fox-command,['Q-Games'],"['Action', 'Simulation', 'Shooter', 'Flight', 'Shooter', 'Third-Person', 'Combat', 'Sci-Fi', 'Sci-Fi', 'Arcade']"
Tenchu: Dark Secret,DS,21-Aug-06,5.8,/game/ds/tenchu-dark-secret,"['From Software', ' Polygon Magic']","['Action Adventure', 'Historic', 'General', 'Historic']"
Sudoku Gridmaster,DS,26-Jun-06,6.3,/game/ds/sudoku-gridmaster,['AI'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Logic', 'Logic']"
Big Brain Academy,DS,5-Jun-06,7.5,/game/ds/big-brain-academy,['Nintendo'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
Magnetica,DS,5-Jun-06,8.1,/game/ds/magnetica,['Mitchell'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'Matching', 'General']"
New Super Mario Bros.,DS,15-May-06,8.5,/game/ds/new-super-mario-bros,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Brain Age: Train Your Brain in Minutes a Day!,DS,17-Apr-06,7.7,/game/ds/brain-age-train-your-brain-in-minutes-a-day!,['Nintendo'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
Odama,GC,10-Apr-06,8,/game/gamecube/odama,['Vivarium'],"['Miscellaneous', 'Parlor', 'Pinball']"
Metroid Prime: Hunters,DS,20-Mar-06,7.9,/game/ds/metroid-prime-hunters,"['Nintendo', ' Nintendo Software Technology']","['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']"
Tetris DS,DS,20-Mar-06,8,/game/ds/tetris-ds,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Stacking', 'Stacking']"
Pokemon Trozei!,DS,6-Mar-06,7.3,/game/ds/pokemon-trozei!,['Genius Sonority Inc.'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Matching', 'Matching']"
Tales of Phantasia,GBA,6-Mar-06,8,/game/game-boy-advance/tales-of-phantasia,['Namco'],"['Role-Playing', 'Console-style RPG']"
Super Princess Peach,DS,27-Feb-06,7.8,/game/ds/super-princess-peach,['TOSE'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Chibi-Robo!,GC,6-Feb-06,8.7,/game/gamecube/chibi-robo!,['Skip Ltd.'],"['Action Adventure', 'Fantasy']"
Drill Dozer,GBA,6-Feb-06,8.8,/game/game-boy-advance/drill-dozer,['Game Freak'],"['Action', 'Platformer', '2D']"
True Swing Golf,DS,23-Jan-06,7.7,/game/ds/true-swing-golf,['T&E Soft'],"['Sports', 'Traditional', 'Individual', 'Golf', 'Arcade', 'Arcade', 'Sim']"
Electroplankton,DS,9-Jan-06,7,/game/ds/electroplankton,,
Final Fantasy IV Advance,GBA,12-Dec-05,8.4,/game/game-boy-advance/final-fantasy-iv-advance,['TOSE'],"['Role-Playing', 'Console-style RPG']"
Animal Crossing: Wild World,DS,5-Dec-05,8.6,/game/ds/animal-crossing-wild-world,,
Super Mario Strikers,GC,5-Dec-05,8.6,/game/gamecube/super-mario-strikers,['Next Level Games'],"['Sports', 'Traditional', 'Soccer', 'Arcade']"
Mario Tennis: Power Tour,GBA,5-Dec-05,8.4,/game/game-boy-advance/mario-tennis-power-tour,['Camelot Software Planning'],"['Sports', 'Traditional', 'Tennis']"
Mario & Luigi: Partners in Time,DS,28-Nov-05,8.5,/game/ds/mario-luigi-partners-in-time,['Alphadream Corporation'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
Dr. Mario / Puzzle League,GBA,28-Nov-05,7.8,/game/game-boy-advance/dr-mario-puzzle-league,['Intelligent Systems'],"['Miscellaneous', 'Puzzle', 'Matching']"
Mario Kart DS,DS,14-Nov-05,8.7,/game/ds/mario-kart-ds,['Nintendo'],"['Driving', 'Racing', 'Arcade', 'Kart', 'Kart', 'Automobile']"
Mario Party 7,GC,7-Nov-05,7.8,/game/gamecube/mario-party-7,['Hudson'],"['Miscellaneous', 'Party']"
Donkey Kong Country 3,GBA,7-Nov-05,8.3,/game/game-boy-advance/donkey-kong-country-3,['Rare Ltd.'],"['Action', 'Platformer', '2D']"
Metroid Prime Pinball,DS,24-Oct-05,7.9,/game/ds/metroid-prime-pinball,['Fuse Games Limited'],"['Action', 'Miscellaneous', 'Parlor', 'Pinball', 'Pinball']"
Nintendogs: Best Friends,DS,24-Oct-05,7.7,/game/ds/nintendogs-best-friends,['Nintendo'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual Life', 'Virtual', 'Pet']"
Dance Dance Revolution: Mario Mix,GC,24-Oct-05,7.9,/game/gamecube/dance-dance-revolution-mario-mix,['Hudson'],"['Miscellaneous', 'Rhythm', 'Dancing']"
Fire Emblem: Path of Radiance,GC,17-Oct-05,8.9,/game/gamecube/fire-emblem-path-of-radiance,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy']"
Pokemon XD: Gale of Darkness,GC,28-Sep-05,8.2,/game/gamecube/pokemon-xd-gale-of-darkness,['Genius Sonority Inc.'],"['Role-Playing', 'Console-style RPG']"
Trace Memory,DS,27-Sep-05,8.2,/game/ds/trace-memory,['Cing'],"['Adventure', 'General', 'General', 'Point-and-Click']"
Battalion Wars,GC,19-Sep-05,8.5,/game/gamecube/battalion-wars,['Kuju Entertainment'],"['Action', 'Shooter', 'Third-Person', 'Modern']"
DK: King of Swing,GBA,19-Sep-05,5,/game/game-boy-advance/dk-king-of-swing,['Paon Corporation'],"['Action', 'Platformer', '2D']"
Mario Superstar Baseball,GC,29-Aug-05,8.5,/game/gamecube/mario-superstar-baseball,['Namco'],"['Sports', 'Traditional', 'Baseball', 'Arcade']"
Dynasty Warriors Advance,GBA,29-Aug-05,8.5,/game/game-boy-advance/dynasty-warriors-advance,['Koei'],"['Action', ""Beat-'Em-Up""]"
Advance Wars: Dual Strike,DS,22-Aug-05,8.9,/game/ds/advance-wars-dual-strike,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Modern', 'Modern', 'Tactics']"
Nintendogs: Chihuahua & Friends,DS,22-Aug-05,8,/game/ds/nintendogs-chihuahua-friends,['Nintendo'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual Life', 'Virtual', 'Pet']"
Nintendogs: Dachshund & Friends,DS,22-Aug-05,7.9,/game/ds/nintendogs-dachshund-friends,['Nintendo'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual Life', 'Virtual', 'Pet']"
Nintendogs: Lab & Friends,DS,22-Aug-05,7.6,/game/ds/nintendogs-lab-friends,['Nintendo'],"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual Life', 'Virtual', 'Pet']"
Geist,GC,15-Aug-05,8.2,/game/gamecube/geist,['n-Space'],"['Action', 'Shooter', 'First-Person', 'Sci-Fi']"
Meteos,DS,28-Jun-05,7.4,/game/ds/meteos,['Q Entertainment'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Matching', 'Matching']"
Kirby: Canvas Curse,DS,13-Jun-05,7.8,/game/ds/kirby-canvas-curse,['HAL Labs'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Yoshi Topsy-Turvy,GBA,13-Jun-05,6.8,/game/game-boy-advance/yoshi-topsy-turvy,['Artoon'],"['Action', 'Platformer', '2D']"
Fire Emblem: The Sacred Stones,GBA,23-May-05,8.9,/game/game-boy-advance/fire-emblem-the-sacred-stones,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy']"
WarioWare: Twisted!,GBA,23-May-05,8.7,/game/game-boy-advance/warioware-twisted!,['Nintendo'],"['Miscellaneous', 'Puzzle', 'General']"
Donkey Konga 2,GC,9-May-05,6.4,/game/gamecube/donkey-konga-2,['Namco'],"['Miscellaneous', 'Rhythm', 'Music']"
Pokemon Emerald Version,GBA,30-Apr-05,8.9,/game/game-boy-advance/pokemon-emerald-version,,
Polarium,DS,18-Apr-05,8.4,/game/ds/polarium,,
Mario Party Advance,GBA,28-Mar-05,5.1,/game/game-boy-advance/mario-party-advance,['Hudson'],"['Miscellaneous', 'Party']"
Yoshi Touch & Go,DS,14-Mar-05,7,/game/ds/yoshi-touch-go,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Pokemon Dash,DS,14-Mar-05,5.3,/game/ds/pokemon-dash,['Ambrella'],"['Driving', 'Racing', 'Arcade', 'On-foot', 'Other', 'On-foot']"
Donkey Kong Jungle Beat,GC,14-Mar-05,8.2,/game/gamecube/donkey-kong-jungle-beat,['Nintendo'],"['Action', 'Platformer', '2D']"
WarioWare: Touched!,DS,14-Feb-05,8.1,/game/ds/warioware-touched!,['Intelligent Systems'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'Party / Minigame', 'General']"
Star Fox: Assault,GC,14-Feb-05,8.1,/game/gamecube/star-fox-assault,['Namco'],"['Action', 'Shooter', 'Third-Person', 'Sci-Fi']"
The Legend of Zelda: The Minish Cap,GBA,10-Jan-05,8.9,/game/game-boy-advance/the-legend-of-zelda-the-minish-cap,['Flagship'],"['Action Adventure', 'Fantasy']"
Mario Party 6,GC,6-Dec-04,8,/game/gamecube/mario-party-6,['Hudson Soft'],"['Miscellaneous', 'Party']"
Final Fantasy I & II: Dawn of Souls,GBA,29-Nov-04,8,/game/game-boy-advance/final-fantasy-i-ii-dawn-of-souls,['Tose Software'],"['Role-Playing', 'Console-style RPG']"
PictoChat,DS,21-Nov-04,8.1,/game/ds/pictochat,['Nintendo'],"['Miscellaneous', 'General', 'Application']"
Super Mario 64 DS,DS,20-Nov-04,8.3,/game/ds/super-mario-64-ds,['Nintendo'],"['Action', 'Platformer', 'Platformer', '3D', '3D']"
Nintendo DS,DS,20-Nov-04,8.8,/game/ds/nintendo-ds,['Nintendo'],"['Hardware', 'Console']"
Metroid Prime: Hunters - First Hunt,DS,20-Nov-04,,/game/ds/metroid-prime-hunters---first-hunt,['Nintendo Software Technology'],"['Action', 'Shooter', 'First-Person', 'Arcade']"
Metroid Prime 2: Echoes,GC,15-Nov-04,8.8,/game/gamecube/metroid-prime-2-echoes,['Retro Studios'],"['Action', 'Shooter', 'First-Person', 'Sci-Fi']"
Donkey Kong Country 2,GBA,15-Nov-04,8.6,/game/game-boy-advance/donkey-kong-country-2,['Rare Ltd.'],"['Action', 'Platformer', '2D']"
Mario Power Tennis,GC,8-Nov-04,8.5,/game/gamecube/mario-power-tennis,['Camelot Software Planning'],"['Sports', 'Traditional', 'Tennis']"
Classic NES Series: Dr. Mario,GBA,25-Oct-04,8.2,/game/game-boy-advance/classic-nes-series-dr-mario,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Matching']"
Classic NES Series: Castlevania,GBA,25-Oct-04,8.7,/game/game-boy-advance/classic-nes-series-castlevania,['Konami'],"['Action', 'Platformer', '2D']"
Classic NES Series: Zelda II: The Adventure of Link,GBA,25-Oct-04,7.4,/game/game-boy-advance/classic-nes-series-zelda-ii-the-adventure-of-link,['Nintendo'],"['Role-Playing', 'Action RPG']"
Classic NES Series: Metroid,GBA,25-Oct-04,8.3,/game/game-boy-advance/classic-nes-series-metroid,['Nintendo'],"['Action Adventure', 'Sci-Fi']"
Kirby & the Amazing Mirror,GBA,18-Oct-04,8.8,/game/game-boy-advance/kirby-the-amazing-mirror,['Flagship'],"['Action', 'Platformer', '2D']"
Paper Mario: The Thousand-Year Door,GC,11-Oct-04,9.1,/game/gamecube/paper-mario-the-thousand-year-door,['Intelligent Systems'],"['Role-Playing', 'Console-style RPG']"
Mario Pinball Land,GBA,4-Oct-04,4.5,/game/game-boy-advance/mario-pinball-land,['Fuse Games Limited'],"['Miscellaneous', 'Parlor', 'Pinball']"
Donkey Konga,GC,27-Sep-04,8,/game/gamecube/donkey-konga,['Namco'],"['Miscellaneous', 'Rhythm', 'Music']"
F-Zero GP Legend,GBA,20-Sep-04,8.3,/game/game-boy-advance/f-zero-gp-legend,['Suzak'],"['Driving', 'Racing', 'Futuristic']"
Pokemon FireRed Version,GBA,7-Sep-04,8.6,/game/game-boy-advance/pokemon-firered-version,['Game Freak'],"['Role-Playing', 'Console-style RPG']"
Pokemon LeafGreen Version,GBA,7-Sep-04,8.5,/game/game-boy-advance/pokemon-leafgreen-version,['Game Freak'],"['Role-Playing', 'Console-style RPG']"
Pikmin 2,GC,30-Aug-04,9,/game/gamecube/pikmin-2,['Nintendo'],"['Strategy', 'Real-Time', 'Fantasy']"
Hamtaro: Ham-Ham Games,GBA,27-Jul-04,8.3,/game/game-boy-advance/hamtaro-ham-ham-games,['Alphadream Corporation'],"['Sports', 'General']"
Pokemon Box: Ruby and Sapphire,GC,12-Jul-04,5.3,/game/gamecube/pokemon-box-ruby-and-sapphire,['Nintendo'],"['Miscellaneous', 'General']"
Mario Golf: Advance Tour,GBA,22-Jun-04,8.8,/game/game-boy-advance/mario-golf-advance-tour,['Camelot Software Planning'],"['Sports', 'Traditional', 'Golf', 'Sim']"
The Legend of Zelda: Four Swords Adventures,GC,7-Jun-04,7.6,/game/gamecube/the-legend-of-zelda-four-swords-adventures,['Nintendo'],"['Action Adventure', 'Fantasy']"
Classic NES Series: Ice Climber,GBA,2-Jun-04,7.4,/game/game-boy-advance/classic-nes-series-ice-climber,['Nintendo'],"['Action', 'Platformer', '2D']"
Classic NES Series: Excitebike,GBA,2-Jun-04,,/game/game-boy-advance/classic-nes-series-excitebike,['Nintendo'],"['Driving', 'Racing', 'Arcade']"
Classic NES Series: Super Mario Bros.,GBA,2-Jun-04,8.5,/game/game-boy-advance/classic-nes-series-super-mario-bros,['Nintendo'],"['Action', 'Platformer', '2D']"
Classic NES Series: The Legend of Zelda,GBA,2-Jun-04,8.6,/game/game-boy-advance/classic-nes-series-the-legend-of-zelda,['Nintendo'],"['Role-Playing', 'Action RPG']"
Classic NES Series: Donkey Kong,GBA,2-Jun-04,6.9,/game/game-boy-advance/classic-nes-series-donkey-kong,['Nintendo'],"['Action', 'Platformer', '2D']"
Classic NES Series: Pac-Man,GBA,2-Jun-04,,/game/game-boy-advance/classic-nes-series-pac-man,['Nintendo'],"['Miscellaneous', 'Puzzle', 'General']"
Mario vs. Donkey Kong,GBA,24-May-04,8.1,/game/game-boy-advance/mario-vs-donkey-kong,['Nintendo'],"['Action', 'Platformer', '2D']"
Custom Robo,GC,10-May-04,8.1,/game/gamecube/custom-robo,['Noise Inc.'],"['Action', 'Fighting', '3D']"
"WarioWare, Inc.: Mega Party Game$!",GC,6-Apr-04,8.3,/game/gamecube/warioware-inc-mega-party-game!,['Nintendo'],"['Miscellaneous', 'Puzzle', 'General']"
Pokemon Colosseum,GC,22-Mar-04,7.9,/game/gamecube/pokemon-colosseum,['Genius Sonority Inc.'],"['Role-Playing', 'Console-style RPG']"
Final Fantasy Crystal Chronicles,GC,9-Feb-04,8.9,/game/gamecube/final-fantasy-crystal-chronicles,['Square Enix'],"['Role-Playing', 'Action RPG']"
Metroid: Zero Mission,GBA,9-Feb-04,8.8,/game/game-boy-advance/metroid-zero-mission,['Nintendo'],"['Action', 'Platformer', '2D']"
Pac-Man vs.,GC,2-Dec-03,8.3,/game/gamecube/pac-man-vs,['Nintendo'],"['Miscellaneous', 'Puzzle', 'General']"
1080: Avalanche,GC,1-Dec-03,8,/game/gamecube/1080-avalanche,['Nintendo'],"['Sports', 'Alternative', 'Snowboarding']"
Sword of Mana,GBA,1-Dec-03,8.4,/game/game-boy-advance/sword-of-mana,['Brownie Brown'],"['Role-Playing', 'Action RPG']"
Pokemon Channel,GC,1-Dec-03,6.2,/game/gamecube/pokemon-channel,['Ambrella'],"['Adventure', 'First-Person', 'Fantasy']"
Mario Kart: Double Dash!!,GC,17-Nov-03,8.6,/game/gamecube/mario-kart-double-dash!!,['Nintendo'],"['Driving', 'Racing', 'Kart']"
Mario & Luigi: Superstar Saga,GBA,17-Nov-03,8.9,/game/game-boy-advance/mario-luigi-superstar-saga,['Alphadream Corporation'],"['Role-Playing', 'Console-style RPG']"
The Legend of Zelda Collector's Edition,GC,17-Nov-03,9,/game/gamecube/the-legend-of-zelda-collectors-edition,['Nintendo'],"['Action Adventure', 'Fantasy']"
Mario Party 5,GC,10-Nov-03,8,/game/gamecube/mario-party-5,['Hudson'],"['Miscellaneous', 'Party']"
Fire Emblem,GBA,3-Nov-03,9.1,/game/game-boy-advance/fire-emblem,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy']"
Top Gear Rally,GBA,28-Oct-03,7.6,/game/game-boy-advance/top-gear-rally,['Tantalus'],"['Driving', 'Racing', 'Rally / Offroad']"
Super Mario Advance 4: Super Mario Bros. 3,GBA,21-Oct-03,8.9,/game/game-boy-advance/super-mario-advance-4-super-mario-bros-3,['Nintendo'],"['Action', 'Platformer', '2D']"
Kirby Air Ride,GC,13-Oct-03,8.2,/game/gamecube/kirby-air-ride,['HAL Labs'],"['Driving', 'Racing', 'Kart']"
Final Fantasy Tactics Advance,GBA,8-Sep-03,9.1,/game/game-boy-advance/final-fantasy-tactics-advance,['Square Enix'],"['Strategy', 'Turn-Based', 'Fantasy']"
F-Zero GX,GC,26-Aug-03,8.7,/game/gamecube/f-zero-gx,['Amusement Vision'],"['Driving', 'Racing', 'Futuristic']"
Pokemon Pinball: Ruby & Sapphire,GBA,26-Aug-03,7.7,/game/game-boy-advance/pokemon-pinball-ruby-sapphire,['Jupiter Corporation'],"['Miscellaneous', 'Parlor', 'Pinball']"
Mario Golf: Toadstool Tour,GC,29-Jul-03,8.1,/game/gamecube/mario-golf-toadstool-tour,['Camelot Software Planning'],"['Sports', 'Traditional', 'Golf', 'Arcade']"
Wario World,GC,24-Jun-03,7.5,/game/gamecube/wario-world,['Treasure'],"['Action', 'Platformer', '3D']"
Advance Wars 2: Black Hole Rising,GBA,24-Jun-03,8.8,/game/game-boy-advance/advance-wars-2-black-hole-rising,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Sci-Fi']"
Donkey Kong Country,GBA,9-Jun-03,8.8,/game/game-boy-advance/donkey-kong-country,['Rare Ltd.'],"['Action', 'Platformer', '2D']"
"WarioWare, Inc.: Mega Microgame$!",GBA,21-May-03,8.7,/game/game-boy-advance/warioware-inc-mega-microgame!,['Nintendo'],"['Miscellaneous', 'Puzzle', 'General']"
Golden Sun: The Lost Age,GBA,14-Apr-03,9,/game/game-boy-advance/golden-sun-the-lost-age,['Camelot Software Planning'],"['Role-Playing', 'Console-style RPG']"
Hamtaro: Ham Ham Heartbreak,GBA,8-Apr-03,8.8,/game/game-boy-advance/hamtaro-ham-ham-heartbreak,['Pax Softonica'],"['Action', 'General']"
The Legend of Zelda: The Wind Waker,GC,24-Mar-03,9,/game/gamecube/the-legend-of-zelda-the-wind-waker,['Nintendo'],"['Action Adventure', 'Fantasy']"
